cve_inegi,NOM_ENT,NOM_MUN,Pnat,HOMP1000,IDH
29045,Tlaxcala,Benito Juárez,0.797295122,0,0.679
29046,Tlaxcala,Emiliano Zapata,0.960815997,0,0.638
29047,Tlaxcala,Lázaro Cárdenas,0.932654216,0,0.667
29048,Tlaxcala,La Magdalena Tlaltelulco,0.073177138,0,0.728
29049,Tlaxcala,San Damián Texóloc,0.929469748,0.169952413,0.746
29050,Tlaxcala,San Francisco Tetlanohcan,0.934019216,0,0.722
29051,Tlaxcala,San Jerónimo Zacualpan,0.923509286,0,0.768
29052,Tlaxcala,San José Teacalco,0.932566812,0,0.672
29053,Tlaxcala,San Juan Huactzinco,0.877991675,0,0.774
29054,Tlaxcala,San Lorenzo Axocomanitla,0.903673756,0,0.762
29055,Tlaxcala,San Lucas Tecopilco,0.917777056,0,0.694
29056,Tlaxcala,Santa Ana Nopalucan,0.900025151,0,0.743
29057,Tlaxcala,Santa Apolonia Teacalco,0.909404659,0.86281277,0.753
29058,Tlaxcala,Santa Catarina Ayometla,0.880164853,0,0.733
29059,Tlaxcala,Santa Cruz Quilehtla,0.88683871,0,0.698
29060,Tlaxcala,Santa Isabel Xiloxoxtla,0.919345949,0,0.718
30001,Veracruz de Ignacio de la Llave,Acajete,0.979177404,0,0.634
30002,Veracruz de Ignacio de la Llave,Acatlán,0.990119151,0,0.678
30003,Veracruz de Ignacio de la Llave,Acayucan,0.925261399,0.371218214,0.696
30004,Veracruz de Ignacio de la Llave,Actopan,0.953955249,0.119783432,0.664
30005,Veracruz de Ignacio de la Llave,Acula,0.966685703,0,0.659
30006,Veracruz de Ignacio de la Llave,Acultzingo,0.955714286,0.086580087,0.652
30007,Veracruz de Ignacio de la Llave,Camarón de Tejeda,0.975833588,0.152951973,0.621
30008,Veracruz de Ignacio de la Llave,Alpatláhuac,0.955213774,0,0.565
30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,0.957351689,0.17740562,0.637
30010,Veracruz de Ignacio de la Llave,Altotonga,0.950976119,0.280225426,0.586
30011,Veracruz de Ignacio de la Llave,Alvarado,0.904830367,0.017533094,0.704
30012,Veracruz de Ignacio de la Llave,Amatitlán,0.968980422,0.127129418,0.654
30013,Veracruz de Ignacio de la Llave,Naranjos Amatlán,0.892858473,0.149014641,0.784
30014,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,0.944223192,0.085187946,0.675
30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,0.942521942,0.029551701,0.642
30016,Veracruz de Ignacio de la Llave,La Antigua,0.911965693,0.069730144,0.725
30017,Veracruz de Ignacio de la Llave,Apazapan,0.921427055,0.212359312,0.655
30018,Veracruz de Ignacio de la Llave,Aquila,0.902932255,0,0.49
30019,Veracruz de Ignacio de la Llave,Astacinga,0.985960342,0.578954986,0.52
30020,Veracruz de Ignacio de la Llave,Atlahuilco,0.989807377,0.086378164,0.513
30021,Veracruz de Ignacio de la Llave,Atoyac,0.933336175,0.426239291,0.695
30022,Veracruz de Ignacio de la Llave,Atzacan,0.973952585,0,0.635
30023,Veracruz de Ignacio de la Llave,Atzalan,0.942883286,0.061000407,0.605
30024,Veracruz de Ignacio de la Llave,Tlaltetela,0.969244768,0,0.567
30025,Veracruz de Ignacio de la Llave,Ayahualulco,0.953227762,0,0.512
30026,Veracruz de Ignacio de la Llave,Banderilla,0.920286231,0.192359481,0.764
30027,Veracruz de Ignacio de la Llave,Benito Juárez,0.95130273,0.124069479,0.628
30028,Veracruz de Ignacio de la Llave,Boca del Río,0.865596679,0.006918021,0.804
30029,Veracruz de Ignacio de la Llave,Calcahualco,0.961462667,0,0.493
30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,0.928815585,0,0.751
30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,0.973686997,0.158831004,0.573
30032,Veracruz de Ignacio de la Llave,Catemaco,0.953246648,0.141554266,0.66
30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,0.923221817,0,0.665
30034,Veracruz de Ignacio de la Llave,Cerro Azul,0.87313582,0.079964815,0.77
30035,Veracruz de Ignacio de la Llave,Citlaltépetl,0.924227497,0.179131214,0.634
30036,Veracruz de Ignacio de la Llave,Coacoatzintla,0.965057179,0.090760574,0.626
30037,Veracruz de Ignacio de la Llave,Coahuitlán,0.960983366,0,0.589
30038,Veracruz de Ignacio de la Llave,Coatepec,0.91942371,0.266209496,0.747
30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,0.792316011,0.218862046,0.781
30040,Veracruz de Ignacio de la Llave,Coatzintla,0.901101498,0.145412244,0.758
30041,Veracruz de Ignacio de la Llave,Coetzala,0.981740977,0,0.605
30042,Veracruz de Ignacio de la Llave,Colipa,0.953160369,0,0.609
30043,Veracruz de Ignacio de la Llave,Comapa,0.98802576,0.100623868,0.561
30044,Veracruz de Ignacio de la Llave,Córdoba,0.923701037,0.23935014,0.763
30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,0.871238833,0.127884246,0.721
30046,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,0.972598503,0,0.605
30047,Veracruz de Ignacio de la Llave,Coscomatepec,0.977888383,0.084074591,0.561
30048,Veracruz de Ignacio de la Llave,Cosoleacaque,0.884777278,0.259734307,0.774
30049,Veracruz de Ignacio de la Llave,Cotaxtla,0.958503401,0.045351474,0.616
30050,Veracruz de Ignacio de la Llave,Coxquihui,0.91636564,0.061225739,0.592
30051,Veracruz de Ignacio de la Llave,Coyutla,0.887383097,0.043297541,0.627
30052,Veracruz de Ignacio de la Llave,Cuichapa,0.952144241,0.421265482,0.685
30053,Veracruz de Ignacio de la Llave,Cuitláhuac,0.946144256,0.249332146,0.671
30054,Veracruz de Ignacio de la Llave,Chacaltianguis,0.92574819,0.087252421,0.648
30055,Veracruz de Ignacio de la Llave,Chalma,0.686922451,0,0.678
30056,Veracruz de Ignacio de la Llave,Chiconamel,0.725567322,0,0.624
30057,Veracruz de Ignacio de la Llave,Chiconquiaco,0.987608962,0.144081838,0.542
30058,Veracruz de Ignacio de la Llave,Chicontepec,0.92953693,0.037134688,0.653
30059,Veracruz de Ignacio de la Llave,Chinameca,0.941205053,0.132520541,0.713
30060,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,0.93127802,0,0.67
30061,Veracruz de Ignacio de la Llave,Las Choapas,0.844721263,0.320670942,0.619
30062,Veracruz de Ignacio de la Llave,Chocamán,0.982100869,0.095973895,0.637
30063,Veracruz de Ignacio de la Llave,Chontla,0.924021259,0,0.645
30064,Veracruz de Ignacio de la Llave,Chumatlán,0.940618762,0,0.603
30065,Veracruz de Ignacio de la Llave,Emiliano Zapata,0.902572261,0.093579291,0.771
30066,Veracruz de Ignacio de la Llave,Espinal,0.926537458,0.111815132,0.653
30067,Veracruz de Ignacio de la Llave,Filomeno Mata,0.981438031,0.312842171,0.548
30068,Veracruz de Ignacio de la Llave,Fortín,0.911363225,0.195865727,0.766
30069,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,0.911480174,0.290637326,0.69
30070,Veracruz de Ignacio de la Llave,Hidalgotitlán,0.917701778,0.218878249,0.617
30071,Veracruz de Ignacio de la Llave,Huatusco,0.961832443,0.200267023,0.672
30072,Veracruz de Ignacio de la Llave,Huayacocotla,0.751605799,0.137639934,0.635
30073,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,0.958699304,0.095992321,0.666
30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,0.927738928,0.137117784,0.705
30075,Veracruz de Ignacio de la Llave,Ignacio de la Llave,0.961331316,0.121028744,0.644
30076,Veracruz de Ignacio de la Llave,Ilamatlán,0.905434701,0.149510354,0.491
30077,Veracruz de Ignacio de la Llave,Isla,0.923400378,0.256967318,0.668
30078,Veracruz de Ignacio de la Llave,Ixcatepec,0.923661039,0,0.64
30079,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,0.961447264,0,0.57
30080,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,0.969047207,0.043230157,0.621
30081,Veracruz de Ignacio de la Llave,Ixhuatlancillo,0.913464004,0,0.686
30082,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,0.873981429,0.063167204,0.677
30083,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,0.90819498,0.078684397,0.615
30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,0.959095802,0.179404377,0.659
30085,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,0.941043727,0.013512783,0.729
30086,Veracruz de Ignacio de la Llave,Jalacingo,0.85023721,0.085481045,0.587
30087,Veracruz de Ignacio de la Llave,Xalapa,0.907240277,0.096206791,0.807
30088,Veracruz de Ignacio de la Llave,Jalcomulco,0.965769687,0.197863079,0.633
30089,Veracruz de Ignacio de la Llave,Jáltipan,0.913729344,0.413768135,0.72
30090,Veracruz de Ignacio de la Llave,Jamapa,0.965235358,0.089831117,0.668
30091,Veracruz de Ignacio de la Llave,Jesús Carranza,0.818784182,0.140232786,0.645
30092,Veracruz de Ignacio de la Llave,Xico,0.971531686,0.025237867,0.64
30093,Veracruz de Ignacio de la Llave,Jilotepec,0.969369913,0.241181791,0.692
30094,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,0.920061511,0.208512524,0.674
30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,0.963410585,0.066405472,0.611
30096,Veracruz de Ignacio de la Llave,Landero y Coss,0.960466623,0,0.616
30097,Veracruz de Ignacio de la Llave,Lerdo de Tejada,0.953929823,0.209172201,0.729
30098,Veracruz de Ignacio de la Llave,Magdalena,0.989390724,0,0.592
30099,Veracruz de Ignacio de la Llave,Maltrata,0.959295029,0,0.66
30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,0.964127435,0.125428548,0.637
30101,Veracruz de Ignacio de la Llave,Mariano Escobedo,0.95316783,0.02585984,0.67
30102,Veracruz de Ignacio de la Llave,Martínez de la Torre,0.899542456,0.431818599,0.707
30103,Veracruz de Ignacio de la Llave,Mecatlán,0.973044769,0,0.539
30104,Veracruz de Ignacio de la Llave,Mecayapan,0.963406093,0,0.555
30105,Veracruz de Ignacio de la Llave,Medellín de Bravo,0.905275099,0.084031848,0.731
30106,Veracruz de Ignacio de la Llave,Miahuatlán,0.957446809,0,0.616
30107,Veracruz de Ignacio de la Llave,Las Minas,0.984321745,0,0.54
30108,Veracruz de Ignacio de la Llave,Minatitlán,0.882860419,0.331546665,0.742
30109,Veracruz de Ignacio de la Llave,Misantla,0.936269217,0.136859233,0.699
30110,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,0.994556701,0.082474227,0.445
30111,Veracruz de Ignacio de la Llave,Moloacán,0.896440914,0.060631783,0.659
30112,Veracruz de Ignacio de la Llave,Naolinco,0.966717758,0.087584848,0.69
30113,Veracruz de Ignacio de la Llave,Naranjal,0.977026441,0,0.65
30114,Veracruz de Ignacio de la Llave,Nautla,0.936722606,0,0.658
30115,Veracruz de Ignacio de la Llave,Nogales,0.932545425,0.187597149,0.716
30116,Veracruz de Ignacio de la Llave,Oluta,0.920949081,0.880953779,0.688
30117,Veracruz de Ignacio de la Llave,Omealca,0.940941404,0.504774324,0.641
30118,Veracruz de Ignacio de la Llave,Orizaba,0.905497556,0.024354208,0.806
30119,Veracruz de Ignacio de la Llave,Otatitlán,0.787294284,0,0.685
30120,Veracruz de Ignacio de la Llave,Oteapan,0.946243836,0.38673499,0.686
30121,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,0.805457901,0.043944454,0.639
30122,Veracruz de Ignacio de la Llave,Pajapan,0.97401806,0.055398593,0.572
30123,Veracruz de Ignacio de la Llave,Pánuco,0.618838696,0.145552841,0.712
30124,Veracruz de Ignacio de la Llave,Papantla,0.93166156,0.28766181,0.712
30125,Veracruz de Ignacio de la Llave,Paso del Macho,0.966012416,0.062707719,0.646
30126,Veracruz de Ignacio de la Llave,Paso de Ovejas,0.954458465,0.149512589,0.689
30127,Veracruz de Ignacio de la Llave,La Perla,0.990268243,0.070776417,0.506
30128,Veracruz de Ignacio de la Llave,Perote,0.876536832,0.090401901,0.678
30129,Veracruz de Ignacio de la Llave,Platón Sánchez,0.792056722,0.221569822,0.688
30130,Veracruz de Ignacio de la Llave,Playa Vicente,0.84593282,0.355989524,0.648
30131,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,0.89106763,0.147790792,0.807
30132,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,0.973251232,0,0.633
30133,Veracruz de Ignacio de la Llave,Pueblo Viejo,0.341017804,0.017268473,0.703
30134,Veracruz de Ignacio de la Llave,Puente Nacional,0.936289501,0.169894665,0.675
30135,Veracruz de Ignacio de la Llave,Rafael Delgado,0.977825672,0.041447341,0.65
30136,Veracruz de Ignacio de la Llave,Rafael Lucio,0.977586,0,0.674
30137,Veracruz de Ignacio de la Llave,Los Reyes,0.993341788,0,0.554
30138,Veracruz de Ignacio de la Llave,Río Blanco,0.910013159,0,0.785
30139,Veracruz de Ignacio de la Llave,Saltabarranca,0.968658178,0,0.695
30140,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,0.99680919,0,0.566
30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,0.958135297,0.036939444,0.645
30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,0.945021605,0.30645705,0.629
30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,0.966698783,0.070070947,0.619
30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,0.942561728,0.462962963,0.637
30145,Veracruz de Ignacio de la Llave,Soconusco,0.926873416,0.181006396,0.713
30146,Veracruz de Ignacio de la Llave,Sochiapa,0.981146497,0,0.595
30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,0.989136626,0,0.514
30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,0.968929968,0.035549236,0.633
30149,Veracruz de Ignacio de la Llave,Soteapan,0.980340265,0.029082449,0.554
30150,Veracruz de Ignacio de la Llave,Tamalín,0.925629782,0,0.679
30151,Veracruz de Ignacio de la Llave,Tamiahua,0.92452744,0,0.67
30152,Veracruz de Ignacio de la Llave,Tampico Alto,0.645878384,0,0.661
30153,Veracruz de Ignacio de la Llave,Tancoco,0.909232097,0,0.655
30154,Veracruz de Ignacio de la Llave,Tantima,0.942373447,0,0.636
30155,Veracruz de Ignacio de la Llave,Tantoyuca,0.922038036,0.070028712,0.645
30156,Veracruz de Ignacio de la Llave,Tatatila,0.979473597,0,0.557
30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,0.860312733,0.148920328,0.672
30158,Veracruz de Ignacio de la Llave,Tecolutla,0.89462751,0.610973076,0.651
30159,Veracruz de Ignacio de la Llave,Tehuipango,0.995250286,0.202115475,0.463
30160,Veracruz de Ignacio de la Llave,Álamo Temapache,0.912864734,0.288990398,0.647
30161,Veracruz de Ignacio de la Llave,Tempoal,0.843379447,0.058126017,0.69
30162,Veracruz de Ignacio de la Llave,Tenampa,0.979063275,0,0.583
30163,Veracruz de Ignacio de la Llave,Tenochtitlán,0.97797619,0.198412698,0.583
30164,Veracruz de Ignacio de la Llave,Teocelo,0.955829451,0.235890783,0.665
30165,Veracruz de Ignacio de la Llave,Tepatlaxco,0.973557423,0,0.566
30166,Veracruz de Ignacio de la Llave,Tepetlán,0.984901648,0,0.578
30167,Veracruz de Ignacio de la Llave,Tepetzintla,0.926533963,0,0.646
30168,Veracruz de Ignacio de la Llave,Tequila,0.993024536,0,0.563
30169,Veracruz de Ignacio de la Llave,José Azueta,0.88568409,0.484389449,0.649
30170,Veracruz de Ignacio de la Llave,Texcatepec,0.877771619,0.36954915,0.472
30171,Veracruz de Ignacio de la Llave,Texhuacán,0.984932735,0,0.57
30172,Veracruz de Ignacio de la Llave,Texistepec,0.945194479,0.050188206,0.649
30173,Veracruz de Ignacio de la Llave,Tezonapa,0.869611456,0.275042632,0.613
30174,Veracruz de Ignacio de la Llave,Tierra Blanca,0.89287881,0.177820548,0.694
30175,Veracruz de Ignacio de la Llave,Tihuatlán,0.88289153,0.075491232,0.669
30176,Veracruz de Ignacio de la Llave,Tlacojalpan,0.888171085,0,0.675
30177,Veracruz de Ignacio de la Llave,Tlacolulan,0.991698759,0.085579803,0.595
30178,Veracruz de Ignacio de la Llave,Tlacotalpan,0.962939991,0.232594201,0.688
30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,0.960550887,0,0.622
30180,Veracruz de Ignacio de la Llave,Tlachichilco,0.917522936,0,0.562
30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,0.958592406,0,0.666
30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,0.963639138,0.101708706,0.666
30183,Veracruz de Ignacio de la Llave,Tlapacoyan,0.8463268,0.08146374,0.653
30184,Veracruz de Ignacio de la Llave,Tlaquilpa,0.983108534,0,0.533
30185,Veracruz de Ignacio de la Llave,Tlilapan,0.981074261,0,0.65
30186,Veracruz de Ignacio de la Llave,Tomatlán,0.973461164,0.277893567,0.684
30187,Veracruz de Ignacio de la Llave,Tonayán,0.975429975,0,0.577
30188,Veracruz de Ignacio de la Llave,Totutla,0.982749608,0.116164256,0.608
30189,Veracruz de Ignacio de la Llave,Tuxpan,0.895116429,0.103492885,0.756
30190,Veracruz de Ignacio de la Llave,Tuxtilla,0.948184234,0,0.671
30191,Veracruz de Ignacio de la Llave,Ursulo Galván,0.935907233,0.033225903,0.742
30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,0.936299743,0.098990299,0.694
30193,Veracruz de Ignacio de la Llave,Veracruz,0.88184299,0.039525106,0.798
30194,Veracruz de Ignacio de la Llave,Villa Aldama,0.952529619,0.080051233,0.614
30195,Veracruz de Ignacio de la Llave,Xoxocotla,0.96779661,0,0.543
30196,Veracruz de Ignacio de la Llave,Yanga,0.935984806,0.391017763,0.687
30197,Veracruz de Ignacio de la Llave,Yecuatla,0.948683623,0.446229362,0.612
30198,Veracruz de Ignacio de la Llave,Zacualpan,0.75486152,0.589275192,0.546
30199,Veracruz de Ignacio de la Llave,Zaragoza,0.977393058,0.084040676,0.64
30200,Veracruz de Ignacio de la Llave,Zentla,0.977744217,0.158969875,0.609
30201,Veracruz de Ignacio de la Llave,Zongolica,0.972639247,0.022208404,0.582
30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,0.966539197,0,0.526
30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,0.813756541,0.068851556,0.575
30204,Veracruz de Ignacio de la Llave,Agua Dulce,0.789202793,0.612189371,0.745
30205,Veracruz de Ignacio de la Llave,El Higo,0.669157819,0.257705391,0.702
30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,0.818891438,0.102708069,0.797
30207,Veracruz de Ignacio de la Llave,Tres Valles,0.807150162,0.111165459,0.698
30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,0.943660164,0.29945243,0.701
30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,0.969223611,0,0.591
30210,Veracruz de Ignacio de la Llave,Uxpanapa,0.708491146,0.161859441,0.609
30211,Veracruz de Ignacio de la Llave,San Rafael,0.921386445,0.395374123,0.682
30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,0.831342827,0.076557954,0.579
31001,Yucatán,Abalá,0.995114504,0,0.619
31002,Yucatán,Acanceh,0.982053422,0.119246363,0.703
31003,Yucatán,Akil,0.972649573,0.081400081,0.63
31004,Yucatán,Baca,0.939790153,0,0.711
31005,Yucatán,Bokobá,0.989386248,0,0.664
31006,Yucatán,Buctzotz,0.972267715,0,0.629
31007,Yucatán,Cacalchén,0.978905207,0,0.692
31008,Yucatán,Calotmul,0.938465434,0.253228665,0.617
31010,Yucatán,Cantamayec,0.988747731,0,0.533
31011,Yucatán,Celestún,0.900584098,0,0.644
31012,Yucatán,Cenotillo,0.950481799,0,0.615
31013,Yucatán,Conkal,0.745666127,0,0.732
31016,Yucatán,Chacsinkín,0.992268041,0,0.556
31017,Yucatán,Chankom,0.973965002,0,0.586
31018,Yucatán,Chapab,0.98493353,0,0.642
31019,Yucatán,Chemax,0.969769353,0.025684492,0.55
31020,Yucatán,Chicxulub Pueblo,0.942183678,0,0.72
31021,Yucatán,Chichimilá,0.955666596,0,0.583
31023,Yucatán,Chocholá,0.957639317,0,0.699
31024,Yucatán,Chumayel,0.984895191,0,0.596
31026,Yucatán,Dzemul,0.962727775,0,0.7
31027,Yucatán,Dzidzantún,0.941162373,0,0.762
31028,Yucatán,Dzilam de Bravo,0.832765668,0,0.712
31029,Yucatán,Dzilam González,0.957211538,0,0.693
31030,Yucatán,Dzitás,0.955417186,0,0.613
31032,Yucatán,Espita,0.962810656,0,0.616
31033,Yucatán,Halachó,0.949752999,0.047047753,0.647
31034,Yucatán,Hocabá,0.98771876,0,0.641
31035,Yucatán,Hoctún,0.97947995,0,0.628
31037,Yucatán,Huhí,0.98,0.19047619,0.606
31038,Yucatán,Hunucmá,0.970344651,0.056920056,0.676
31040,Yucatán,Izamal,0.953388198,0.035020137,0.691
31041,Yucatán,Kanasín,0.850745743,0.02113584,0.741
31042,Yucatán,Kantunil,0.968845669,0,0.634
31044,Yucatán,Kinchil,0.981938911,0,0.622
31045,Yucatán,Kopomá,0.977213298,0,0.67
31046,Yucatán,Mama,0.978458738,0,0.609
31047,Yucatán,Maní,0.96883378,0,0.613
31048,Yucatán,Maxcanú,0.972656413,0,0.648
31049,Yucatán,Mayapán,0.984363178,0,0.555
31050,Yucatán,Mérida,0.7943955,0.036176214,0.809
31051,Yucatán,Mocochá,0.967930029,0,0.717
31052,Yucatán,Motul,0.959051952,0,0.707
31053,Yucatán,Muna,0.963465244,0,0.685
31054,Yucatán,Muxupip,0.971906355,0,0.67
31055,Yucatán,Opichén,0.983474576,0,0.623
31056,Yucatán,Oxkutzcab,0.96224966,0.059077214,0.616
31057,Yucatán,Panabá,0.949008499,0.257532835,0.643
31058,Yucatán,Peto,0.94883255,0.038529706,0.643
31059,Yucatán,Progreso,0.84388256,0.060598715,0.755
31061,Yucatán,Río Lagartos,0.941368898,0,0.694
31062,Yucatán,Sacalum,0.988714228,0,0.658
31063,Yucatán,Samahil,0.989167111,0,0.66
31064,Yucatán,Sanahcat,0.992945326,0,0.67
31066,Yucatán,Santa Elena,0.967535545,0,0.62
31067,Yucatán,Seyé,0.983388043,0,0.65
31068,Yucatán,Sinanché,0.953524641,0,0.684
31069,Yucatán,Sotuta,0.988067358,0,0.595
31072,Yucatán,Suma,0.968766828,0,0.697
31073,Yucatán,Tahdziú,0.987017424,0.170823369,0.537
31074,Yucatán,Tahmek,0.973502915,0,0.67
31075,Yucatán,Teabo,0.989885855,0.144487791,0.611
31076,Yucatán,Tecoh,0.987067284,0.055744467,0.633
31077,Yucatán,Tekal de Venegas,0.962728289,0,0.61
31079,Yucatán,Tekax,0.965225689,0.066574941,0.668
31080,Yucatán,Tekit,0.990653358,0,0.612
31081,Yucatán,Tekom,0.95171386,0,0.597
31082,Yucatán,Telchac Pueblo,0.948177677,0,0.727
31084,Yucatán,Temax,0.980247264,0.142106011,0.633
31085,Yucatán,Temozón,0.976199041,0,0.597
31087,Yucatán,Tetiz,0.98682284,0,0.586
31088,Yucatán,Teya,0.982785603,0,0.651
31089,Yucatán,Ticul,0.960982837,0,0.721
31090,Yucatán,Timucuy,0.990270558,0,0.61
31091,Yucatán,Tinum,0.963543307,0,0.635
31092,Yucatán,Tixcacalcupul,0.968306288,0,0.581
31093,Yucatán,Tixkokob,0.962052117,0,0.742
31096,Yucatán,Tizimín,0.933347382,0.024791749,0.668
31097,Yucatán,Tunkás,0.943811075,0,0.608
31098,Yucatán,Tzucacab,0.948194969,0,0.611
31099,Yucatán,Uayma,0.981627297,0,0.591
31100,Yucatán,Ucú,0.961718943,0,0.686
31101,Yucatán,Umán,0.88353797,0.028923887,0.715
31102,Yucatán,Valladolid,0.90203604,0.011701381,0.7
31104,Yucatán,Yaxcabá,0.970519878,0,0.585
31105,Yucatán,Yaxkukul,0.958092924,0,0.714
31106,Yucatán,Yobaín,0.935440181,0,0.701
32001,Zacatecas,Apozol,0.904952077,0.319488818,0.637
32002,Zacatecas,Apulco,0.641440712,0.607041684,0.634
32003,Zacatecas,Atolinga,0.768115942,0.439174352,0.621
32004,Zacatecas,Benito Juárez,0.750945916,0,0.627
32005,Zacatecas,Calera,0.920234271,1.8794117,0.689
32006,Zacatecas,Cañitas de Felipe Pescador,0.917383404,0.121138704,0.666
32007,Zacatecas,Concepción del Oro,0.834089971,0.247626909,0.703
32008,Zacatecas,Cuauhtémoc,0.817986039,0.668349918,0.636
32009,Zacatecas,Chalchihuites,0.665179457,0.495736665,0.63
32010,Zacatecas,Fresnillo,0.927294497,1.600618629,0.715
32011,Zacatecas,Trinidad García de la Cadena,0.614812612,0,0.674
32012,Zacatecas,Genaro Codina,0.955190989,0.122428991,0.623
32013,Zacatecas,General Enrique Estrada,0.901866346,4.364840458,0.677
32014,Zacatecas,General Francisco R. Murguía,0.9490367,0.49527017,0.606
32015,Zacatecas,El Plateado de Joaquín Amaro,0.903736542,0,0.591
32016,Zacatecas,General Pánfilo Natera,0.933350336,0.850123268,0.619
32017,Zacatecas,Guadalupe,0.875389629,0.637574384,0.795
32018,Zacatecas,Huanusco,0.822960194,0,0.656
32019,Zacatecas,Jalpa,0.853138836,0.118595825,0.705
32020,Zacatecas,Jerez,0.913269905,0.75112669,0.714
32021,Zacatecas,Jiménez del Teul,0.803583427,0.447928331,0.594
32022,Zacatecas,Juan Aldama,0.873512583,0.658261178,0.681
32023,Zacatecas,Juchipila,0.860093054,0.244877969,0.707
32024,Zacatecas,Loreto,0.749706753,0.186188535,0.724
32025,Zacatecas,Luis Moya,0.781553398,0.530946602,0.675
32026,Zacatecas,Mazapil,0.799707438,0.281309778,0.625
32027,Zacatecas,Melchor Ocampo,0.793859649,0,0.602
32028,Zacatecas,Mezquital del Oro,0.795593635,0,0.616
32029,Zacatecas,Miguel Auza,0.876523426,0.295196728,0.638
32030,Zacatecas,Momax,0.815208504,0,0.671
32031,Zacatecas,Monte Escobedo,0.84129909,0.230335138,0.639
32032,Zacatecas,Morelos,0.943136216,0.30286969,0.73
32033,Zacatecas,Moyahua de Estrada,0.765562914,0.220750552,0.659
32034,Zacatecas,Nochistlán de Mejía,0.760529612,0.143138307,0.695
32035,Zacatecas,Noria de Ángeles,0.872083026,0,0.638
32036,Zacatecas,Ojocaliente,0.903928054,0.656940921,0.678
32037,Zacatecas,Pánuco,0.962792285,1.19474313,0.623
32038,Zacatecas,Pinos,0.804612339,0.387591534,0.631
32039,Zacatecas,Río Grande,0.928689858,0.774773379,0.714
32040,Zacatecas,Sain Alto,0.945705915,1.007141549,0.621
32041,Zacatecas,El Salvador,0.762455161,0,0.594
32042,Zacatecas,Sombrerete,0.844090159,0.345558784,0.666
32043,Zacatecas,Susticacán,0.96043956,0,0.605
32044,Zacatecas,Tabasco,0.905413552,0,0.656
32045,Zacatecas,Tepechitlán,0.902175219,0.120177863,0.673
32046,Zacatecas,Tepetongo,0.923420647,0.770416025,0.642
32047,Zacatecas,Teúl de González Ortega,0.833831217,0.560119492,0.707
32048,Zacatecas,Tlaltenango de Sánchez Román,0.831733939,0.10988206,0.688
32049,Zacatecas,Valparaíso,0.86670158,1.54030991,0.639
32050,Zacatecas,Vetagrande,0.972849358,0.58388478,0.684
32051,Zacatecas,Villa de Cos,0.925454178,1.09753632,0.631
32052,Zacatecas,Villa García,0.648143406,0.256081946,0.682
32053,Zacatecas,Villa González Ortega,0.929436705,0.07571169,0.643
32054,Zacatecas,Villa Hidalgo,0.900133704,0,0.596
32055,Zacatecas,Villanueva,0.913144052,0.316876862,0.66
